page	entries	image	volume	fix	frequency	check	books	accuracy	centurydictiona08whit_djvu.csv	frequency	image	centurydictionar08whit_djvu.csv	frequency	image	centurydictionar08whituoft_djvu.csv	frequency	image	centurydictionary08whit_djvu.csv	frequency	image	cu31924091890651_djvu.csv	frequency	image
6935	wind-break	738	8		5				wind-break	5	739	wind-break	5	741	wind-break	5	741	wind-break	5	739	wind-break	5	738
6936	winding-rope	739	8		5				winding-rope	5	740	winding-rope	5	742	winding-rope	5	742	winding-rope	5	740	winding-rope	5	739
6937	windmilly	740	8		3				windmilly	3	741	mndmilly	1	743	windmilly	3	743	windmilly	3	741	vrindmilly	1	740
6938	wind-scale	741	8		4				wind-scale	4	742	wind-scale	4	744	wind-scale	4	744	wind-scale	4	742	AVind-scale	1	741
6939	winebibbing	742	8		4				winebibbing	4	743	winebibbing	4	745	winebibbing	4	745	A	1	743	winebibbing	4	742
6940	Wing	743	8		2	weak			Wine	1	744	Hon	1	746	Wing	2	746	wing	1	744	Wing	2	743
6941	wing-case	744	8		5				wing-case	5	745	wing-case	5	747	wing-case	5	747	wing-case	5	745	wing-case	5	744
6942	wink	745	8		5				wink	5	746	wink	5	748	wink	5	748	wink	5	746	wink	5	745
6943	wmnow	746	8		1	tie			wmnow	1	747	winnow	1	749	wuinow	1	749	Winslow's	1	747	wiiuiow	1	746
6944	winterberry	747	8		4				winterberry	4	748	winterberry	4	750	winterberry	4	750	Uio	1	748	winterberry	4	747
6945	winze	748	8		5				winze	5	749	winze	5	751	winze	5	751	winze	5	749	winze	5	748
6946	wire	749	8		4				wire	4	750	Wire	1	752	wire	4	752	wire	4	750	wire	4	749
6947	wirework	750	8		5				wirework	5	751	wirework	5	753	wirework	5	753	wirework	5	751	wirework	5	750
6948	wise	751	8		5				wise	5	752	wise	5	754	wise	5	754	wise	5	752	wise	5	751
6949	a	752	8		1	tie			a	1	753	n	1	755	msMul	1	755	wishful	1	753	vrishful	1	752
6950	wit	753	8		5				wit	5	754	wit	5	756	wit	5	756	wit	5	754	wit	5	753
6951	wit	754	8		3				wit	3	755	Hue	1	757	wit	3	757	wit	3	755	vrit	1	754
6952	witchingly	755	8		3				witchingly	3	756	witchingly	3	758	vdtchingly	1	758	wltchlngly	1	756	witchingly	3	755
6953	with	756	8		5				with	5	757	with	5	759	with	5	759	with	5	757	with	5	756
6954	wither	757	8		5				wither	5	758	wither	5	760	wither	5	760	wither	5	758	wither	5	757
6955	within	758	8		5				within	5	759	within	5	761	within	5	761	within	5	759	within	5	758
6956	with	759	8		3				with	3	760	witbwind	1	762	with	3	762	with	3	760	with'wind	1	759
6957	witted	760	8		3				witted	3	761	I	2	763	I	2	763	witted	3	761	witted	3	760
6958	wizard	761	8		5				wizard	5	762	wizard	5	764	wizard	5	764	wizard	5	762	wizard	5	761
6959	woeful	762	8		3				woeful	3	763	woefal	1	765	woeful	3	765	woeful	3	763	woeftil	1	762
6960	wolf-fish	763	8		4				ers	1	764	wolf-fish	4	766	wolf-fish	4	766	wolf-fish	4	764	wolf-fish	4	763
6961	woman	764	8		5				woman	5	765	woman	5	767	woman	5	767	woman	5	765	woman	5	764
6962	womb-side	765	8		5				womb-side	5	766	womb-side	5	768	womb-side	5	768	womb-side	5	766	womb-side	5	765
6963	wonderfully	766	8		5				wonderfully	5	767	wonderfully	5	769	wonderfully	5	769	wonderfully	5	767	wonderfully	5	766
6964	woo	767	8		5				woo	5	768	woo	5	770	woo	5	770	woo	5	768	woo	5	767
6965	wood-bird	768	8		4				wood-bird	4	769	wood-bird	4	771	wood-bird	4	771	A	1	769	wood-bird	4	768
6966	woodcut	769	8		3				woodcut	3	770	woodcut	3	772	woodcnt	2	772	woodcnt	2	770	woodcut	3	769
6967	woodhouse	770	8		4				woodhouse	4	771	woodhouse	4	773	woodhonse	1	773	woodhouse	4	771	woodhouse	4	770
6968	woodpecker	771	8		4				woodpecker	4	772	woodpecker	4	774	woodpecker	4	774	WoodoflL-kor	1	772	woodpecker	4	771
6969	woodpecker	772	8		5				woodpecker	5	773	woodpecker	5	775	woodpecker	5	775	woodpecker	5	773	woodpecker	5	772
6970	wood-star	773	8		4				wood-star	4	774	wood-star	4	776	wood-star	4	776	WOo	1	774	wood-star	4	773
6971	woody	774	8		5				woody	5	775	woody	5	777	woody	5	777	woody	5	775	woody	5	774
6972	wool-gathering	775	8		4				wool-gathering	4	776	wool-gathering	4	778	wool-gathering	4	778	wool-gathering	4	776	wool-gatheriBg	1	775
6973	wool-work	776	8		5				wool-work	5	777	wool-work	5	779	wool-work	5	779	wool-work	5	777	wool-work	5	776
6974	word	777	8		5				word	5	778	word	5	780	word	5	780	word	5	778	word	5	777
6975	work	778	8		5				work	5	779	work	5	781	work	5	781	work	5	779	work	5	778
6976	work	779	8		4				work	4	780	work	4	782	work	4	782	tbv	1	780	work	4	779
6977	workability	780	8		5				workability	5	781	workability	5	783	workability	5	783	workability	5	781	workability	5	780
6978	working-out	781	8		3				working-out	3	782	The	1	784	working-out	3	784	working-o	1	782	working-out	3	781
6979	world	782	8		4				world	4	783	world	4	785	world	4	785	Axis	1	783	world	4	782
6980	worm	783	8		5				worm	5	784	worm	5	786	worm	5	786	worm	5	784	worm	5	783
6981	wormpipe	784	8		4				wormpipe	4	785	wormpips	1	787	wormpipe	4	787	wormpipe	4	785	wormpipe	4	784
6982	worry	785	8		5				worry	5	786	worry	5	788	worry	5	788	worry	5	786	worry	5	785
6983	worship	786	8		5				worship	5	787	worship	5	789	worship	5	789	worship	5	787	worship	5	786
6984	worth	787	8		5				worth	5	788	worth	5	790	worth	5	790	worth	5	788	worth	5	787
6985	worthy	788	8		5				worthy	5	789	worthy	5	791	worthy	5	791	worthy	5	789	worthy	5	788
6986	A	789	8		4				A	4	790	A	4	792	A	4	792	T	1	790	A	4	789
6987	wrapper	790	8		5				wrapper	5	791	wrapper	5	793	wrapper	5	793	wrapper	5	791	wrapper	5	790
6988	wreath	791	8		4				wreath	4	792	wreath	4	794	vreatb	1	794	wreath	4	792	wreath	4	791
6989	wrecker	792	8		4				wrecker	4	793	wrecker	4	795	wrecker	4	795	wrecker	4	793	vrrecker	1	792
6990	wrenning	793	8		2	weak			Stephen's	1	794	wrenning	2	796	wrenning	2	796	Bnnlng	1	794	xnrenning	1	793
6991	wretchedhead	794	8		3				wretchedhead	3	795	wretchedhead	3	797	i	1	797	wretchedbead	1	795	wretchedhead	3	794
6992	wring	795	8		3				wring	3	796	wnng	1	798	wring	3	798	wiing	1	796	wring	3	795
6993	writ	796	8		4				writ	4	797	writ	4	799	writ	4	799	writ	4	797	vrrit	1	796
6994	writhel	797	8		3				writhel	3	798	writhel	3	800	writhel	3	800	wrlthel	1	798	wTithel	1	797
6995	wrong	798	8		5				wrong	5	799	wrong	5	801	wrong	5	801	wrong	5	799	wrong	5	798
6996	wryly	799	8		4				wryly	4	800	wryly	4	802	wryly	4	802	Ul-	1	800	wryly	4	799
6997	The	800	8		4				The	4	801	Tlie	1	803	The	4	803	The	4	801	The	4	800
6998	Xanthochroi	801	8		4				Xanthochroi	4	802	Xanthochroi	4	804	Zanthochroi	1	804	Xanthochroi	4	802	Xanthochroi	4	801
6999	Xanthorrhoea	802	8		3				Xanthorrhoea	3	803	Xanthorrhoea	3	805	ZanthorrtuBa	1	805	Xanthorrhoea	3	803	Zanthorrhoea	1	802
7000	zema	803	8		2	tie			zema	2	804	zenia	2	806	zenia	2	806	t	1	804	zema	2	803
7001	Xenopicus	804	8		2	tie			Xenopicus	2	805	Xenoplcns	1	807	Xenopicus	2	807	Xenoplcus	2	805	Xenoplcus	2	804
7002	xerostomia	805	8		4				xerostomia	4	806	zerostonUa	1	808	xerostomia	4	808	xerostomia	4	806	xerostomia	4	805
7003	xiphoid	806	8		4				xiphoid	4	807	xiphoid	4	809	xiphoid	4	809	See	1	807	xiphoid	4	806
7004	Xylina	807	8		4				Xylina	4	808	Xylina	4	810	Xylina	4	810	wlkiek	1	808	Xylina	4	807
7005	Xylopia	808	8		5				Xylopia	5	809	Xylopia	5	811	Xylopia	5	811	Xylopia	5	809	Xylopia	5	808
7006	The	809	8		3					1	810	The	3	812	The	3	812	V	1	810	The	3	809
7007	yager	810	8		5				yager	5	811	yager	5	813	yager	5	813	yager	5	811	yager	5	810
7008	yank	811	8		5				yank	5	812	yank	5	814	yank	5	814	yank	5	812	yank	5	811
7009	yapster	812	8		5				yapster	5	813	yapster	5	815	yapster	5	815	yapster	5	813	yapster	5	812
7010	yard-limit	813	8		4				yard-limit	4	814	yard-limit	4	816	yard-limit	4	816	Ul-	1	814	yard-limit	4	813
7011	yarrow	814	8		5				yarrow	5	815	yarrow	5	817	yarrow	5	817	yarrow	5	815	yarrow	5	814
7012	yclad	815	8		4				yclad	4	816	yclad	4	818	yclad	4	818	ycUd	1	816	yclad	4	815
7013	year	816	8		5				year	5	817	year	5	819	year	5	819	year	5	817	year	5	816
7014	yearning	817	8		5				yearning	5	818	yearning	5	820	yearning	5	820	yearning	5	818	yearning	5	817
7015	yelling	818	8		5				yelling	5	819	yelling	5	821	yelling	5	821	yelling	5	819	yelling	5	818
7016	yellow	819	8		5				yellow	5	820	yellow	5	822	yellow	5	822	yellow	5	820	yellow	5	819
7017	yellowroot	820	8		4				yellowroot	4	821	yellowroot	4	823	yellowroot	4	823	yellowToot	1	821	yellowroot	4	820
7018	Silver	821	8		2	weak			Silver	2	822	Silver	2	824	yem	1	824	yenl	1	822	yeni	1	821
7019	yerk	822	8		4				yerk	4	823	smart	1	825	yerk	4	825	yerk	4	823	yerk	4	822
7020	yet	823	8		5				yet	5	824	yet	5	826	yet	5	826	yet	5	824	yet	5	823
7021	yield	824	8		3				yield	3	825	yield	3	827	jrield	1	827	etc	1	825	yield	3	824
7022	yoke	825	8		5				yoke	5	826	yoke	5	828	yoke	5	828	yoke	5	826	yoke	5	825
7023	yolk	826	8		5				yolk	5	827	yolk	5	829	yolk	5	829	yolk	5	827	yolk	5	826
7024	young	827	8		3				yoimg	1	828	young	3	830	young	3	830	yonsg	1	828	young	3	827
7025	youth	828	8		4				youth	4	829	youth	4	831	yonth	1	831	youth	4	829	youth	4	828
7026	ytterbite	829	8		3				jrtterbite	1	830	ytterbite	3	832	ytterbite	3	832	ytUi	1	830	ytterbite	3	829
7027	Yule	830	8		5				Yule	5	831	Yule	5	833	Yule	5	833	Yule	5	831	Yule	5	830
7028	The	831	8		4				The	4	832	The	4	834	The	4	834	riip	1	832	The	4	831
7029	Zamites	832	8		5				Zamites	5	833	Zamites	5	835	Zamites	5	835	Zamites	5	833	Zamites	5	832
7030	the	833	8		2	weak			lied	1	834	the	2	836	the	2	836	urate	1	834	zareba	1	833
7031	zebra-parrakeet	834	8		5				zebra-parrakeet	5	835	zebra-parrakeet	5	837	zebra-parrakeet	5	837	zebra-parrakeet	5	835	zebra-parrakeet	5	834
7032	zemindary	835	8		4				zemindary	4	836	zemindary	4	838	zemindary	4	838	zemlndary	1	836	zemindary	4	835
7033	zephyr	836	8		3				zephjrr	1	837	zephyr	3	839	zephyr	3	839	An	1	837	zephyr	3	836
7034	Zeus	837	8		4				Zeus	4	838	Zeus	4	840	Zeus	4	840	Vl-	1	838	Zeus	4	837
7035	zinco	838	8		4				zinco	4	839	zinco	4	841	zinco	4	841	tiaCO	1	839	zinco	4	838
7036	ziphioid	839	8		4				ziphioid	4	840	ziphioid	4	842	ziphioid	4	842	siphioid	1	840	ziphioid	4	839
7037	Zoarces	840	8		5				Zoarces	5	841	Zoarces	5	843	Zoarces	5	843	Zoarces	5	841	Zoarces	5	840
7038	zollverein	841	8		2	weak			zollverein	2	842	zollverein	2	844	zoUverein	1	844	coUvereiii	1	842	zollTerein	1	841
7039	zonociliate	842	8		3				zonociliate	3	843	zonocUiate	1	845	zonocillate	1	845	zonociliate	3	843	zonociliate	3	842
7040	zoogloea	843	8		2	tie			zoogloea	2	844	zoogloea	2	846	zooglcea	2	846	zoAglcDa	1	844	zooglcea	2	843
7041	zoology	844	8		5				zoology	5	845	zoology	5	847	zoology	5	847	zoology	5	845	zoology	5	844
7042	zoophyte	845	8		2	weak			zoophyte	2	846	zoophyte	2	848	zodphyte	1	848	xoAphyte	1	846	zoSphyte	1	845
7043	Zorilla	846	8		3				Zorilla	3	847	ZoriUa	1	849	ZorUla	1	849	Zorilla	3	847	Zorilla	3	846
7044	zunyite	847	8		3				zvmyite	1	848	zunyite	3	850	zunyite	3	850	nnyite	1	848	zunyite	3	847
7045	zygolabialis	848	8		4				zygolabialis	4	849	zygolabialis	4	851	zygolabialls	1	851	zygolabialis	4	849	zygolabialis	4	848
7046	zygosphene	849	8		2	tie			zygosphene	2	850	Anterior	2	852	Anterior	2	852	tycosphone	1	850	zygosphene	2	849
7047	LIST	850	8		5				LIST	5	851	LIST	5	853	LIST	5	853	LIST	5	851	LIST	5	850
7048	AMENDED	851	8		5				AMENDED	5	852	AMENDED	5	854	AMENDED	5	854	AMENDED	5	852	AMENDED	5	851
7049	LIST	852	8		5				LIST	5	853	LIST	5	855	LIST	5	855	LIST	5	853	LIST	5	852
7050	AMENDED	853	8		4				AMENDED	4	854	AMENDED	4	856	AMENDED	4	856	AiM	1	854	AMENDED	4	853
7051	AMENDED	854	8		5				AMENDED	5	855	AMENDED	5	857	AMENDED	5	857	AMENDED	5	855	AMENDED	5	854
7052	AMENDED	855	8		5				AMENDED	5	856	AMENDED	5	858	AMENDED	5	858	AMENDED	5	856	AMENDED	5	855
7053	AMENDED	856	8		5				AMENDED	5	857	AMENDED	5	859	AMENDED	5	859	AMENDED	5	857	AMENDED	5	856
7054	AMENDED	857	8		5				AMENDED	5	858	AMENDED	5	860	AMENDED	5	860	AMENDED	5	858	AMENDED	5	857
7055	LIST	858	8		5				LIST	5	859	LIST	5	861	LIST	5	861	LIST	5	859	LIST	5	858
7056	LIST	859	8		5				LIST	5	860	LIST	5	862	LIST	5	862	LIST	5	860	LIST	5	859
7057	LIST	860	8		5				LIST	5	861	LIST	5	863	LIST	5	863	LIST	5	861	LIST	5	860
7058	LIST	861	8		5				LIST	5	862	LIST	5	864	LIST	5	864	LIST	5	862	LIST	5	861
7059	LIST	862	8		5				LIST	5	863	LIST	5	865	LIST	5	865	LIST	5	863	LIST	5	862
7060	LIST	863	8		5				LIST	5	864	LIST	5	866	LIST	5	866	LIST	5	864	LIST	5	863
7061	LIST	864	8		4				LIST	4	865	LIST	4	867	LIST	4	867	LIST	4	865	Dowell	1	864
7062	LIST	865	8		5				LIST	5	866	LIST	5	868	LIST	5	868	LIST	5	866	LIST	5	865
7063	LIST	866	8		5				LIST	5	867	LIST	5	869	LIST	5	869	LIST	5	867	LIST	5	866
7064	LIST	867	8		5				LIST	5	868	LIST	5	870	LIST	5	870	LIST	5	868	LIST	5	867
7065	LIST	868	8		5				LIST	5	869	LIST	5	871	LIST	5	871	LIST	5	869	LIST	5	868
7066	LIST	869	8		5				LIST	5	870	LIST	5	872	LIST	5	872	LIST	5	870	LIST	5	869
7067	LIST	870	8		5				LIST	5	871	LIST	5	873	LIST	5	873	LIST	5	871	LIST	5	870
7068	LIST	871	8		5				LIST	5	872	LIST	5	874	LIST	5	874	LIST	5	872	LIST	5	871
7069	LIST	872	8		5				LIST	5	873	LIST	5	875	LIST	5	875	LIST	5	873	LIST	5	872
7070	LIST	873	8		5				LIST	5	874	LIST	5	876	LIST	5	876	LIST	5	874	LIST	5	873
7071	LIST	874	8		5				LIST	5	875	LIST	5	877	LIST	5	877	LIST	5	875	LIST	5	874
7072	LIST	875	8		5				LIST	5	876	LIST	5	878	LIST	5	878	LIST	5	876	LIST	5	875
7073	LIST	876	8		5				LIST	5	877	LIST	5	879	LIST	5	879	LIST	5	877	LIST	5	876
7074	LIST	877	8		5				LIST	5	878	LIST	5	880	LIST	5	880	LIST	5	878	LIST	5	877
7075	LIST	878	8		5				LIST	5	879	LIST	5	881	LIST	5	881	LIST	5	879	LIST	5	878
7076	LIST	879	8		4				LIST	4	880	LIST	4	882	LIST	4	882	Cluu-Ui	1	880	LIST	4	879
7077		880	8		5					5	881		5	883		5	883		5	881		5	880
7078		881	8		4					4	882		4	884		4	884	i	1	882		4	881
7079		882	8		5					5	883		5	885		5	885		5	883		5	882
7080		883	8		4				vvVXW	1	884		4	886		4	886		4	884		4	883
7081		884	8		5					5	885		5	887		5	887		5	885		5	884
7082		885	8		4					4	886		4	888		4	888		4	886	h	1	885
7083	FE		8		1										FE	1	889						
7084			8		1											1	890						
