page	entries	image	volume	fix	frequency	check	books	accuracy	centurydictiona06whit_djvu.csv	frequency	image	centurydictionar06whit_djvu.csv	frequency	image	centurydictionar06whituoft_djvu.csv	frequency	image	cu31924091890636_djvu.csv	frequency	image
5282	nisure	857	6		1	tie			rusure	1	858	nisure	1	858	rusTue	1	860	rusnre	1	857
5283	ruthless	858	6		4				ruthless	4	859	ruthless	4	859	ruthless	4	861	ruthless	4	858
5284	rye-grass	859	6		3				rys-fraM	1	860	rye-grass	3	860	rye-grass	3	862	rye-grass	3	859
5285	The	860	6		3				J	1	861	The	3	861	The	3	863	The	3	860
5286	Sabbatarianism	861	6		3				Sabbatariaaism	1	862	Sabbatarianism	3	862	Sabbatarianism	3	864	Sabbatarianism	3	861
5287	Sabbatism	862	6		3				Vrollcl-	1	863	Sabbatism	3	863	Sabbatism	3	865	Sabbatism	3	862
5288	Sabine	863	6		4				Sabine	4	864	Sabine	4	864	Sabine	4	866	Sabine	4	863
5289	sacatra	864	6		3				sacatra	3	865	sacatra	3	865	of	1	867	sacatra	3	864
5290	saccharum	865	6		2	weak			ncchanun	1	866	saccharum	2	866	sacchartim	1	868	saccharum	2	865
5291	saccus	866	6		3				saccus	3	867	saccus	3	867	saccns	1	869	saccus	3	866
5292	sack	867	6		3				SMk	1	868	sack	3	868	sack	3	870	sack	3	867
5293	sacra	868	6		4				sacra	4	869	sacra	4	869	sacra	4	871	sacra	4	868
5294	sacre	869	6		3				OSli	1	870	sacre	3	870	sacre	3	872	sacre	3	869
5295	sacrilege	870	6		3				sacrilege	3	871	I	1	871	sacrilege	3	873	sacrilege	3	870
5296	sacrum	871	6		2	weak			sacnun	1	872	sacmm	1	872	sacrum	2	874	sacrum	2	871
5297	saddle	872	6		4				saddle	4	873	saddle	4	873	saddle	4	875	saddle	4	872
5298	saddle-nosed	873	6		3				IlarinK	1	874	saddle-nosed	3	874	saddle-nosed	3	876	saddle-nosed	3	873
5299	sadness	874	6		3				M	1	875	sadness	3	875	sadness	3	877	sadness	3	874
5300	safeguard	875	6		2	weak			Uc	1	876	safeguard	2	876	safegnard	1	878	safeguard	2	875
5301	safety-stop	876	6		3				safety-stop	3	877	safety-stop	3	877	safety-stop	3	879	safsty-stop	1	876
5302	sag	877	6		3				IK	1	878	sag	3	878	sag	3	880	sag	3	877
5303	sage-brush	878	6		3				sage-brush	3	879	sage-brush	3	879	sage-brash	1	881	sage-brush	3	878
5304	sagittal	879	6		3				sadtui	1	880	sagittal	3	880	sagittal	3	882	sagittal	3	879
5305	saguin	880	6		2	weak			saguin	2	881	saguin	2	881	saicnin	1	883	sagnin	1	880
5306	sail	881	6		3				Ban	1	882	sail	3	882	sail	3	884	sail	3	881
5307	sain	882	6		3				sain	3	883	sam	1	883	sain	3	885	sain	3	882
5308	saint	883	6		4				saint	4	884	saint	4	884	saint	4	886	saint	4	883
5309	sake	884	6		4				sake	4	885	sake	4	885	sake	4	887	sake	4	884
5310	salamander	885	6		3				salamAnder	1	886	salamander	3	886	salamander	3	888	salamander	3	885
5311	sale	886	6		4				sale	4	887	sale	4	887	sale	4	889	sale	4	886
5312	salicylic	887	6		2	weak			nalicylic	1	888	salicylic	2	888	I	1	890	salicylic	2	887
5313	salivant	888	6		2	weak			sallvant	1	889	salivant	2	889	sallyant	1	891	salivant	2	888
5314	sally	889	6		3				-0	1	890	sally	3	890	sally	3	892	sally	3	889
5315	salmon	890	6		4				salmon	4	891	salmon	4	891	salmon	4	893	salmon	4	890
5316	Salopian	891	6		3				Salopian	3	892	Salopian	3	892	Salopian	3	894	saxopian	1	891
5317		892	6		4					4	893		4	893		4	895		4	892
5318		893	6		4					4	894		4	894		4	896		4	893
5319		894	6		4					4	895		4	895		4	897		4	894
5320		895	6		4					4	896		4	896		4	898		4	895
5321		896	6		4					4	897		4	897		4	899		4	896
5322		897	6		4					4	898		4	898		4	900		4	897
5323		898	6		4					4	899		4	899		4	901		4	898
5324		899	6		3					3	900		3	900		3	902	fir	1	899
5325	uioi		6		1										uioi	1	903			
5326			6		1											1	904			
