page	entries	image	volume	frequency	check	books	accuracy	centurydiction02whit_djvu.csv	frequency	image	centurydictionar02whit_djvu.csv	frequency	image	centurydictionar02whituoft_djvu.csv	frequency	image	centurydictionary02whit_djvu.csv	frequency	image	cu31924091890594_djvu.csv	frequency	image
1607	dieresis	739	2	3				dieresis	3	739	Ditrvitla	1	739	Diervilia	1	741	dieresis	3	749	dieresis	3	738
1608	dietine	740	2	4				dietine	4	740	dietine	4	740	dietdne	1	742	dietine	4	750	dietine	4	739
1609	difference	741	2	5				difference	5	741	difference	5	741	difference	5	743	difference	5	751	difference	5	740
1610	differentiation	742	2	5				differentiation	5	742	differentiation	5	742	differentiation	5	744	differentiation	5	752	differentiation	5	741
1611	diffluent	743	2	5				diffluent	5	743	diffluent	5	743	diffluent	5	745	diffluent	5	753	diffluent	5	742
1612	diffusiometer	744	2	4				diffuslometer	1	744	diffusiometer	4	744	diffusiometer	4	746	diffusiometer	4	754	diffusiometer	4	743
1613	digenesis	745	2	5				digenesis	5	745	digenesis	5	745	digenesis	5	747	digenesis	5	755	digenesis	5	744
1614	digger	746	2	5				digger	5	746	digger	5	746	digger	5	748	digger	5	756	digger	5	745
1615	digitate	747	2	2	weak			Digitate	1	747	Dictate	1	747	digitate	2	749	Pigitntc	1	757	digitate	2	746
1616	dignity	748	2	5				dignity	5	748	dignity	5	748	dignity	5	750	dignity	5	758	dignity	5	747
1617	dijudicate	749	2	3				dijudlcate	2	749	dijudicate	3	749	dijudicate	3	751	dijudlcate	2	759	dijudicate	3	748
1618	dilatancy	750	2	4				dllatancy	1	750	dilatancy	4	750	dilatancy	4	752	dilatancy	4	760	dilatancy	4	749
1619	dilettante	751	2	5				dilettante	5	751	dilettante	5	751	dilettante	5	753	dilettante	5	761	dilettante	5	750
1620	dilucidation	752	2	4				dilucidation	4	752	dilucidation	4	752	dilacidation	1	754	dilucidation	4	762	dilucidation	4	751
1621	dime	753	2	5				dime	5	753	dime	5	753	dime	5	755	dime	5	763	dime	5	752
1622	diminish	754	2	2	weak			diminish	2	754	dimmish	1	754	diminish	2	756	dimlnisli	1	764	diminisli	1	753
1623	dimmish	755	2	5				dimmish	5	755	dimmish	5	755	dimmish	5	757	dimmish	5	765	dimmish	5	754
1624	Dinar	756	2	2	weak			dinanderie	1	756	Dinar	2	756	dinanderle	1	758	of	1	766	Dinar	2	755
1625	dingy	757	2	5				dingy	5	757	dingy	5	757	dingy	5	759	dingy	5	767	dingy	5	756
1626	Skeleton	758	2	4				Skeleton	4	758	Skeleton	4	758	Skeleton	4	760	Dinomls	1	768	Skeleton	4	757
1627	Diodon	759	2	3				Diodon	3	759	Diodon	3	759	b	1	761	In	1	769	Diodon	3	758
1628	diophthalmus	760	2	3				diophthalmus	3	760	diophthalmus	3	760	And	1	762	A	1	770	diophthalmus	3	759
1629	Diospyros	761	2	5				Diospyros	5	761	Diospyros	5	761	Diospyros	5	763	Diospyros	5	771	Diospyros	5	760
1630	diphtheria	762	2	5				diphtheria	5	762	diphtheria	5	762	diphtheria	5	764	diphtheria	5	772	diphtheria	5	761
1631	diplanetism	763	2	5				diplanetism	5	763	diplanetism	5	763	diplanetism	5	765	diplanetism	5	773	diplanetism	5	762
1632	diploic	764	2	5				diploic	5	764	diploic	5	764	diploic	5	766	diploic	5	774	diploic	5	763
1633	Diploptera	765	2	5				Diploptera	5	765	Diploptera	5	765	Diploptera	5	767	Diploptera	5	775	Diploptera	5	764
1634	Dipodomys	766	2	5				Dipodomys	5	766	Dipodomys	5	766	Dipodomys	5	768	Dipodomys	5	776	Dipodomys	5	765
1635	Dipsacacese	767	2	3				Dipsacacese	3	767	Dipsacaceae	1	767	Dipsacacese	3	769	Dipsacacese	3	777	Dipsacaceee	1	766
1636	Dipterygil	768	2	2	weak			Dipterygii	1	768	Dipterygll	1	768	Dlpterygll	1	770	Dipterygil	2	778	Dipterygil	2	767
1637	direct	769	2	4				direct	4	769	direct	4	769	direct	4	771	point	1	779	direct	4	768
1638	directory	770	2	5				directory	5	770	directory	5	770	directory	5	772	directory	5	780	directory	5	769
1639	dirt	771	2	5				dirt	5	771	dirt	5	771	dirt	5	773	dirt	5	781	dirt	5	770
1640	disaccord	772	2	4				disaccord	4	772	disadvantage	1	772	disaccord	4	774	disaccord	4	782	disaccord	4	771
1641	disafforestment	773	2	4				disafforestment	4	773	disafforestment	4	773	disafforestment	4	775	disaflforestment	1	783	disafforestment	4	772
1642	disannuller	774	2	3				disannuller	3	774	dlsannuUer	1	774	disannnller	1	776	disannuller	3	784	disannuller	3	773
1643	disarray	775	2	4				disarray	4	775	disarray	4	775	disarray	4	777	misfortune	1	785	disarray	4	774
1644	disbarment	776	2	5				disbarment	5	776	disbarment	5	776	disbarment	5	778	disbarment	5	786	disbarment	5	775
1645	discard	777	2	5				discard	5	777	discard	5	777	discard	5	779	discard	5	787	discard	5	776
1646	discession	778	2	3				discession	3	778	discession	3	778	dlscesston	1	780	discesaion	1	788	discession	3	777
1647	disciple	779	2	5				disciple	5	779	disciple	5	779	disciple	5	781	disciple	5	789	disciple	5	778
1648	disclaim	780	2	5				disclaim	5	780	disclaim	5	780	disclaim	5	782	disclaim	5	790	disclaim	5	779
1649	discocarpous	781	2	4				discocarpous	4	781	discocarpous	4	781	discocarpous	4	783	dlscocarpous	1	791	discocarpous	4	780
1650	discomfit	782	2	4				discomfit	4	782	discomfit	4	782	discomfit	4	784	discomfit	4	792	discomUt	1	781
1651	Discomycetes	783	2	5				Discomycetes	5	783	Discomycetes	5	783	Discomycetes	5	785	Discomycetes	5	793	Discomycetes	5	782
1652	discontinue	784	2	5				discontinue	5	784	discontinue	5	784	discontinue	5	786	discontinue	5	794	discontinue	5	783
1653	discordance	785	2	5				discordance	5	785	discordance	5	785	discordance	5	787	discordance	5	795	discordance	5	784
1654	discouragement	786	2	3				I	1	786	discouragement	3	786	disconragement	1	788	discouragement	3	796	discouragement	3	785
1655	discover	787	2	4				discover	4	787	discover	4	787	i	1	789	discover	4	797	discover	4	786
1656	discrepant	788	2	5				discrepant	5	788	discrepant	5	788	discrepant	5	790	discrepant	5	798	discrepant	5	787
1657	discriminating	789	2	3				discriminating	3	789	discTunisating	1	789	Discriminating	1	791	discriminating	3	799	discriminating	3	788
1658	discuss	790	2	5				discuss	5	790	discuss	5	790	discuss	5	792	discuss	5	800	discuss	5	789
1659	disease	791	2	5				disease	5	791	disease	5	791	disease	5	793	disease	5	801	disease	5	790
1660	disemic	792	2	5				disemic	5	792	disemic	5	792	disemic	5	794	disemic	5	802	disemic	5	791
1661	disentail	793	2	4				disentail	4	793	disentail	4	793	I	1	795	disentail	4	803	disentail	4	792
1662	disfellowsUp	794	2	3				disfellowship	1	794	disfellowsUp	3	794	disfellowsUp	3	796	disfellowsUp	3	804	disfellowsMp	1	793
1663	disgrace	795	2	5				disgrace	5	795	disgrace	5	795	disgrace	5	797	disgrace	5	805	disgrace	5	794
1664	disguisiness	796	2	4				disguisiness	4	796	disguisiness	4	796	disgnisiiiess	1	798	disguisiness	4	806	disguisiness	4	795
1665	disheart	797	2	5				disheart	5	797	disheart	5	797	disheart	5	799	disheart	5	807	disheart	5	796
1666	dishonorer	798	2	5				dishonorer	5	798	dishonorer	5	798	dishonorer	5	800	dishonorer	5	808	dishonorer	5	797
1667	disintegrative	799	2	5				disintegrative	5	799	disintegrative	5	799	disintegrative	5	801	disintegrative	5	809	disintegrative	5	798
1668	disjointed	800	2	4				disjointed	4	800	disjointed	4	800	disjointed	4	802	disjointed	4	810	A	1	799
1669	dislike	801	2	5				dislike	5	801	dislike	5	801	dislike	5	803	dislike	5	811	dislike	5	800
1670	dismal	802	2	5				dismal	5	802	dismal	5	802	dismal	5	804	dismal	5	812	dismal	5	801
1671	dismembrator	803	2	5				dismembrator	5	803	dismembrator	5	803	dismembrator	5	805	dismembrator	5	813	dismembrator	5	802
1672	disoblige	804	2	5				disoblige	5	804	disoblige	5	804	disoblige	5	806	disoblige	5	814	disoblige	5	803
1673	disown	805	2	5				disown	5	805	disown	5	805	disown	5	807	disown	5	815	disown	5	804
1674	disparkle	806	2	5				disparkle	5	806	disparkle	5	806	disparkle	5	808	disparkle	5	816	disparkle	5	805
1675	dispensation	807	2	5				dispensation	5	807	dispensation	5	807	dispensation	5	809	dispensation	5	817	dispensation	5	806
1676	disperse	808	2	5				disperse	5	808	disperse	5	808	disperse	5	810	disperse	5	818	disperse	5	807
1677	displacement	809	2	5				displacement	5	809	displacement	5	809	displacement	5	811	displacement	5	819	displacement	5	808
1678	displeasingly	810	2	5				displeasingly	5	810	displeasingly	5	810	displeasingly	5	812	displeasingly	5	820	displeasingly	5	809
1679	dispose	811	2	5				dispose	5	811	dispose	5	811	dispose	5	813	dispose	5	821	dispose	5	810
1680	dispositor	812	2	5				dispositor	5	812	dispositor	5	812	dispositor	5	814	dispositor	5	822	dispositor	5	811
1681	dlsproportlonally	813	2	2	tie			disproportionally	1	813	disproportlonally	2	813	dlsproportlonally	2	815	disproportlonally	2	823	dlsproportlonally	2	812
1682	dispnte	814	2	2	tie			dispnte	2	814	dispnte	2	814	dlspnte	1	816	dispute	2	824	dispute	2	813
1683	disrank	815	2	5				disrank	5	815	disrank	5	815	disrank	5	817	disrank	5	825	disrank	5	814
1684	disrupt	816	2	5				disrupt	5	816	disrupt	5	816	disrupt	5	818	disrupt	5	826	disrupt	5	815
1685	dissemble	817	2	5				dissemble	5	817	dissemble	5	817	dissemble	5	819	dissemble	5	827	dissemble	5	816
1686	dissentience	818	2	5				dissentience	5	818	dissentience	5	818	dissentience	5	820	dissentience	5	828	dissentience	5	817
1687	Dissilient	819	2	3				dissident	2	819	dissident	2	819	Dissilient	3	821	Dissilient	3	829	Dissilient	3	818
1688	dissipative	820	2	5				dissipative	5	820	dissipative	5	820	dissipative	5	822	dissipative	5	830	dissipative	5	819
1689	dissolve	821	2	5				dissolve	5	821	dissolve	5	821	dissolve	5	823	dissolve	5	831	dissolve	5	820
1690	dissymmetry	822	2	5				dissymmetry	5	822	dissymmetry	5	822	dissymmetry	5	824	dissymmetry	5	832	dissymmetry	5	821
1691	distant	823	2	3				distant	3	823	I	1	823	distant	3	825	b	1	833	distant	3	822
1692	distemperance	824	2	5				distemperance	5	824	distemperance	5	824	distemperance	5	826	distemperance	5	834	distemperance	5	823
1693	distichously	825	2	4				distichously	4	825	distichously	4	825	I	1	827	distichously	4	835	distichously	4	824
1694	distinction	826	2	5				distinction	5	826	distinction	5	826	distinction	5	828	distinction	5	836	distinction	5	825
1695	distinguishable	827	2	3				distinguishable	3	827	distinguishable	3	827	distinguishable	3	829	I	1	837	distingnishable	1	826
1696	distractful	828	2	2	weak			distractful	2	828	distractful	2	828	distractfOl	1	830	distractfUl	1	838	distractfal	1	827
1697	distress	829	2	5				distress	5	829	distress	5	829	distress	5	831	distress	5	839	distress	5	828
1698	distributional	830	2	4				distributional	4	830	distribntional	1	830	distributional	4	832	distributional	4	840	distributional	4	829
1699	disturb	831	2	5				disturb	5	831	disturb	5	831	disturb	5	833	disturb	5	841	disturb	5	830
1700	disvelop	832	2	5				disvelop	5	832	disvelop	5	832	disvelop	5	834	disvelop	5	842	disvelop	5	831
1701	ditionary	833	2	4				ditiouary	1	833	ditionary	4	833	ditionary	4	835	ditionary	4	843	ditionary	4	832
1702	diuretic	834	2	4				diuretic	4	834	diuretic	4	834	diuretic	4	836	diuietic	1	844	diuretic	4	833
1703	dive	835	2	5				dive	5	835	dive	5	835	dive	5	837	dive	5	845	dive	5	834
1704	diverse	836	2	5				diverse	5	836	diverse	5	836	diverse	5	838	diverse	5	846	diverse	5	835
1705	divertisement	837	2	3				divertisement	3	837	divertisement	3	837	dlvertisement	2	839	dlvertisement	2	847	divertisement	3	836
1706	divider	838	2	4				Pods	1	838	divider	4	838	divider	4	840	divider	4	848	divider	4	837
1707	divineness	839	2	4				divineness	4	839	divlneness	1	839	divineness	4	841	divineness	4	849	divineness	4	838
1708	division	840	2	5				division	5	840	division	5	840	division	5	842	division	5	850	division	5	839
1709	divisor	841	2	5				divisor	5	841	divisor	5	841	divisor	5	843	divisor	5	851	divisor	5	840
1710	dizzy	842	2	5				dizzy	5	842	dizzy	5	842	dizzy	5	844	dizzy	5	852	dizzy	5	841
1711	do	843	2	5				do	5	843	do	5	843	do	5	845	do	5	853	do	5	842
1712	doab	844	2	5				doab	5	844	doab	5	844	doab	5	846	doab	5	854	doab	5	843
1713	docimastic	845	2	4				docimastic	4	845	docimastic	4	845	dodmastic	1	847	docimastic	4	855	docimastic	4	844
1714	dock	846	2	5				dock	5	846	dock	5	846	dock	5	848	dock	5	856	dock	5	845
1715	doctorally	847	2	5				doctorally	5	847	doctorally	5	847	doctorally	5	849	doctorally	5	857	doctorally	5	846
1716	document	848	2	3				document	3	848	docnment	1	848	docmnent	1	850	document	3	858	document	3	847
1717	dodecastyle	849	2	5				dodecastyle	5	849	dodecastyle	5	849	dodecastyle	5	851	dodecastyle	5	859	dodecastyle	5	848
1718	doeskin	850	2	5				doeskin	5	850	doeskin	5	850	doeskin	5	852	doeskin	5	860	doeskin	5	849
1719	dog	851	2	5				dog	5	851	dog	5	851	dog	5	853	dog	5	861	dog	5	850
1720	dogger	852	2	5				dogger	5	852	dogger	5	852	dogger	5	854	dogger	5	862	dogger	5	851
1721	dogmatical	853	2	5				dogmatical	5	853	dogmatical	5	853	dogmatical	5	855	dogmatical	5	863	dogmatical	5	852
1722	dog-tooth	854	2	4				dog-tooth	4	854	dog-tooth	4	854	dog-tooth	4	856	dog-tooth	4	864	dog-tootb	1	853
1723	doldrums	855	2	5				doldrums	5	855	doldrums	5	855	doldrums	5	857	doldrums	5	865	doldrums	5	854
1724	Dolichonyz	856	2	2	weak			Dolichonyz	2	856	Dolichonyx	1	856	Dollchonyx	1	858	Dollchonyz	1	866	Dolichonyz	2	855
1725	dollar	857	2	4				dollar	4	857	dollar	4	857	dolorlfic	1	859	dollar	4	867	dollar	4	856
1726	doloriflc	858	2	4				dolorific	1	858	doloriflc	4	858	doloriflc	4	860	doloriflc	4	868	doloriflc	4	857
1727	Domboc	859	2	5				Domboc	5	859	Domboc	5	859	Domboc	5	861	Domboc	5	869	Domboc	5	858
1728	domesticate	860	2	5				domesticate	5	860	domesticate	5	860	domesticate	5	862	domesticate	5	870	domesticate	5	859
1729	dominate	861	2	5				dominate	5	861	dominate	5	861	dominate	5	863	dominate	5	871	dominate	5	860
1730	dominion	862	2	4				dominion	4	862	dominion	4	862	dominion	4	864	dominion	4	874	domimon	1	861
1731	donation	863	2	5				donation	5	863	donation	5	863	donation	5	865	donation	5	875	donation	5	862
1732	donnot	864	2	5				donnot	5	864	donnot	5	864	donnot	5	866	donnot	5	876	donnot	5	863
1733	doom-palm	865	2	5				doom-palm	5	865	doom-palm	5	865	doom-palm	5	867	doom-palm	5	877	doom-palm	5	864
1734	door-case	866	2	5				door-case	5	866	door-case	5	866	door-case	5	868	door-case	5	878	door-case	5	865
1735	dopplerite	867	2	4				dopplerite	4	867	dopplerite	4	867	dopplerite	4	869	soo	1	879	dopplerite	4	866
1736	Doric	868	2	5				Doric	5	868	Doric	5	868	Doric	5	870	Doric	5	880	Doric	5	867
1737	Common	869	2	5				Common	5	869	Common	5	869	Common	5	871	Common	5	881	Common	5	868
1738	dorsicollar	870	2	4				dorsicollar	4	870	dorsicollar	4	870	dorsicollar	4	872	dorsicoUar	1	882	dorsicollar	4	869
1739	Dorylidae	871	2	2	weak			Dorylidse	1	871	Dorylidae	2	871	Dorylids	1	873	Dorylidae	2	883	Borylidae	1	870
1740	dot	872	2	5				dot	5	872	dot	5	872	dot	5	874	dot	5	884	dot	5	871
1741	dote	873	2	5				dote	5	873	dote	5	873	dote	5	875	dote	5	885	dote	5	872
1742	double	874	2	4				double	4	874	double	4	874	donble	1	876	double	4	886	double	4	873
1743	double-biting	875	2	3				double-biting	3	875	donble-biting	2	875	double-biting	3	877	double-biting	3	887	donble-biting	2	874
1744	double-qnlck	876	2	1	tie			double-qnlck	1	876	double-qnick	1	876	doable-anlck	1	878	double-ciulck	1	888	donble-cLTiick	1	875
1745	doubloon	877	2	5				doubloon	5	877	doubloon	5	877	doubloon	5	879	doubloon	5	889	doubloon	5	876
1746	doubtfulness	878	2	4				doubtfulness	4	878	doubtfulness	4	878	donbtfolness	1	880	doubtfulness	4	890	doubtfulness	4	877
1747	dough-maker	879	2	5				dough-maker	5	879	dough-maker	5	879	dough-maker	5	881	dough-maker	5	891	dough-maker	5	878
1748	dove	880	2	5				dove	5	880	dove	5	880	dove	5	882	dove	5	892	dove	5	879
1749	dowdy	881	2	2	tie			Barrel-	1	881	Barrel-end	2	881	dowdy	2	883	dowdy	2	893	Barrel-end	2	880
1750	down	882	2	5				down	5	882	down	5	882	down	5	884	down	5	894	down	5	881
1751	downcome	883	2	5				downcome	5	883	downcome	5	883	downcome	5	885	downcome	5	895	downcome	5	882
1752	downward	884	2	5				downward	5	884	downward	5	884	downward	5	886	downward	5	896	downward	5	883
1753	drab	885	2	2	tie			drab	2	885	Of	2	885	I	1	887	drab	2	897	Of	2	884
1754	draff-sack	886	2	5				draff-sack	5	886	draff-sack	5	886	draff-sack	5	888	draff-sack	5	898	draff-sack	5	885
1755	draft	887	2	5				draft	5	887	draft	5	887	draft	5	889	draft	5	899	draft	5	886
1756	drag-bolt	888	2	5				drag-bolt	5	888	drag-bolt	5	888	drag-bolt	5	890	drag-bolt	5	900	drag-bolt	5	887
1757	dragonet	889	2	4				dragonet	4	889	dragonet	4	889	dragonet	4	891	of	1	901	dragonet	4	888
1758	drain	890	2	5				drain	5	890	drain	5	890	drain	5	892	drain	5	902	drain	5	889
1759	drama	891	2	5				drama	5	891	drama	5	891	drama	5	893	drama	5	903	drama	5	890
1760	drappie	892	2	5				drappie	5	892	drappie	5	892	drappie	5	894	drappie	5	904	drappie	5	891
1761	draw	893	2	5				draw	5	893	draw	5	893	draw	5	895	draw	5	905	draw	5	892
1762	draw	894	2	5				draw	5	894	draw	5	894	draw	5	896	draw	5	906	draw	5	893
1763	draw-gate	895	2	3				draw-gate	3	895	from	2	895	draw-gate	3	897	from	2	907	draw-gate	3	894
1764	drawl	896	2	5				drawl	5	896	drawl	5	896	drawl	5	898	drawl	5	908	drawl	5	895
1765	dreadful	897	2	4				with	1	897	dreadful	4	897	dreadful	4	899	dreadful	4	909	dreadful	4	896
1766	dreamy	898	2	5				dreamy	5	898	dreamy	5	898	dreamy	5	900	dreamy	5	910	dreamy	5	897
1767	dree	899	2	3				dree	3	899	dree	3	899	be	1	901	dree	3	911	aree	1	898
1768	drepanidium	900	2	2	weak			drepanidium	2	900	drepanidiiun	1	900	drepanidlnm	1	902	drepanidium	2	914	drepanidinm	1	899
1769	dresser	901	2	5				dresser	5	901	dresser	5	901	dresser	5	903	dresser	5	915	dresser	5	900
1770	driddle	902	2	4				driddle	4	902	driddle	4	902	drlddle	1	904	driddle	4	916	driddle	4	901
1771	drill	903	2	4				drill	4	903	drill	4	903	driU	1	905	drill	4	917	drill	4	902
1772	drill-rod	904	2	5				drill-rod	5	904	drill-rod	5	904	drill-rod	5	906	drill-rod	5	918	drill-rod	5	903
1773	drip-pipe	905	2	3				drlp-plpe	2	905	drip-pipe	3	905	drlp-plpe	2	907	drip-pipe	3	919	drip-pipe	3	904
1774	drive-boat	906	2	4				drive-boat	4	906	drive-boat	4	906	driTe-boat	1	908	drive-boat	4	920	drive-boat	4	905
1775	droitural	907	2	5				droitural	5	907	droitural	5	907	droitural	5	909	droitural	5	921	droitural	5	906
1776	Dromla	908	2	3				Dromla	3	908	Dromla	3	908	Dromla	3	910	Sromia	1	922	Dromia	1	907
1777		909	2	5					5	909		5	909		5	911		5	923		5	908
1778		910	2	5					5	910		5	910		5	912		5	924		5	909
1779		911	2	4					4	911		4	911		4	913	B	1	925		4	910
1780		912	2	4					4	912	THE	1	912		4	914		4	926		4	911
1781		913	2	3				J	1	913	RcrcRci'	1	913		3	915		3	927		3	912
1782		914	2	5					5	914		5	914		5	916		5	928		5	913
1783	BINDING		2	1										BINDING	1	917						
1784			2	1											1	918						
